Estacao,Data,Hora,DirecaoVento,VelocidadeVentoMedia,VelocidadeVentoMaximaMedia,InsolacaoTotal,NebulosidadeMedia,NumDiasPrecipitacao,PrecipitacaoTotal,TempMinimaMedia,UmidadeRelativaMedia,Unnamed: 13,Latitude,Longitude,Bioma
83376,31/01/2016,0,27,1.421024,4.0,84.2,9.005376,,455.2,20.774194,86.08064499999998,,-15.85,-48.96,Cerrado
83376,29/02/2016,0,27,1.693891,5.0,174.1,7.227011,,141.7,19.817857,74.043103,,-15.85,-48.96,Cerrado
83376,31/03/2016,0,27,1.596793,5.0,169.4,7.559139999999998,,176.3,20.287097,76.483871,,-15.85,-48.96,Cerrado
83376,30/04/2016,0,32,1.75728,5.0,251.3,4.447222,,6.1,18.223333,63.225,,-15.85,-48.96,Cerrado
83376,31/05/2016,0,5,1.853305,6.0,235.5,5.252688,,5.0,17.483871,63.07258100000001,,-15.85,-48.96,Cerrado
83376,30/06/2016,0,5,2.076293,5.0,245.2,4.7083330000000005,,0.0,14.943333,57.05,,-15.85,-48.96,Cerrado
83376,31/07/2016,0,5,2.161406,6.0,277.7,2.354839,,0.0,14.048387,49.91129,,-15.85,-48.96,Cerrado
83376,31/08/2016,0,5,2.332518,7.0,245.5,4.612903,,16.5,16.490323,48.443548,,-15.85,-48.96,Cerrado
83376,30/09/2016,0,5,2.452467,7.0,226.8,6.511111,,36.8,19.123333,48.333333,,-15.85,-48.96,Cerrado
83376,31/10/2016,0,27,1.936842,6.0,199.0,7.314516,,162.0,19.354839,64.620968,,-15.85,-48.96,Cerrado
83376,30/11/2016,0,27,1.944885,7.0,113.9,8.661111,,341.9,19.937931,77.358333,,-15.85,-48.96,Cerrado
83376,31/12/2016,0,27,2.123208,6.17328,183.0,7.5672039999999985,,123.5,19.690323,73.870968,,-15.85,-48.96,Cerrado
83376,31/01/2017,0,27,1.861263,6.0,167.9,7.801075,,141.1,19.212903,75.435484,,-15.85,-48.96,Cerrado
83376,28/02/2017,0,27,2.1661080000000004,6.0,139.2,8.110119000000001,,249.1,19.5,79.276786,,-15.85,-48.96,Cerrado
83376,31/03/2017,0,27,1.520903,5.0,182.3,7.540323,,195.1,19.206452,80.129032,,-15.85,-48.96,Cerrado
83376,30/04/2017,0,27,1.935996,5.0,205.9,6.905556,,303.1,19.203333,77.825,,-15.85,-48.96,Cerrado
83376,31/05/2017,0,5,2.04468,6.0,240.4,5.080645,,16.6,17.870967999999994,69.75,,-15.85,-48.96,Cerrado
83376,30/06/2017,0,5,2.340417,7.0,249.2,4.272222,,0.0,15.67,61.433333,,-15.85,-48.96,Cerrado
83376,31/07/2017,0,5,3.5957449999999995,8.0,281.9,1.951613,,0.0,12.764516,50.58871,,-15.85,-48.96,Cerrado
83376,31/08/2017,0,5,2.373355,7.0,272.5,2.986559,,0.0,15.332258,41.516129,,-15.85,-48.96,Cerrado
83376,30/09/2017,0,5,3.922543,7.0,254.2,3.047222,,7.4,18.710345,35.358333,,-15.85,-48.96,Cerrado
83376,31/10/2017,0,5,2.824824,7.0,243.4,5.744624,,79.2,19.932258,45.983871,,-15.85,-48.96,Cerrado
83376,30/11/2017,0,27,2.054392,6.0,131.0,8.252778,,270.3,20.076667,75.008333,,-15.85,-48.96,Cerrado
83376,31/12/2017,0,27,1.679709,4.0,109.8,8.44086,,319.9,19.606452,79.91935500000002,,-15.85,-48.96,Cerrado
83376,31/01/2018,0,27,1.858622,5.1444,171.7,7.7822580000000015,,141.9,19.158065,74.733871,,-15.85,-48.96,Cerrado
83376,28/02/2018,0,27,1.727049,4.11552,137.9,8.065476,,189.9,19.592593,77.589286,,-15.85,-48.96,Cerrado
83376,31/03/2018,0,27,1.7479900000000002,4.11552,175.0,7.755375999999999,,165.4,20.193333,78.290323,,-15.85,-48.96,Cerrado
83376,30/04/2018,0,32,2.17208,6.17328,155.3,7.583333,,123.0,18.93,76.06666700000002,,-15.85,-48.96,Cerrado
83376,31/05/2018,0,32,2.489226,7.202160000000001,240.9,4.260753,,40.9,15.967742,65.370968,,-15.85,-48.96,Cerrado
83376,30/06/2018,0,5,2.377856,7.202160000000001,237.4,4.222222,,0.0,15.45,60.558333,,-15.85,-48.96,Cerrado
83376,31/07/2018,0,5,2.43391,10.2888,270.8,2.217742,,0.0,14.051613,52.92741899999999,,-15.85,-48.96,Cerrado
83376,31/08/2018,0,5,2.500289,7.202160000000001,227.8,5.456989,,8.1,17.270968,48.798387,,-15.85,-48.96,Cerrado
83376,30/09/2018,0,32,2.583632,7.202160000000001,230.4,5.477528,,0.0,17.51,46.35,,-15.85,-48.96,Cerrado
83376,31/10/2018,0,27,1.925001,6.17328,156.9,8.534946000000001,,209.8,20.5,73.975806,,-15.85,-48.96,Cerrado
83376,30/11/2018,0,27,2.046328,7.202160000000001,114.1,8.944444,,279.9,20.13,79.9,,-15.85,-48.96,Cerrado
83376,31/12/2018,0,27,2.080127,5.1444,173.6,7.473117999999999,,197.0,19.067742000000006,75.104839,,-15.85,-48.96,Cerrado
83376,31/01/2019,0,27,2.124139,7.202160000000001,202.3,6.895161,,171.7,18.719355,71.16129000000002,,-15.85,-48.96,Cerrado
83376,28/02/2019,0,27,1.935274,5.1444,156.4,7.886905,,252.9,20.067857,78.24107099999998,,-15.85,-48.96,Cerrado
83376,31/03/2019,0,27,1.822907,5.1444,136.8,8.037633999999999,,358.8,20.119355,81.629032,,-15.85,-48.96,Cerrado
83376,30/04/2019,0,27,1.577616,4.11552,172.0,6.597222,,177.9,19.23,79.35,,-15.85,-48.96,Cerrado
83376,31/05/2019,0,32,1.6816099999999998,5.1444,234.7,5.174731,,46.0,17.735484,72.016129,,-15.85,-48.96,Cerrado
83376,30/06/2019,0,5,2.5493360000000003,7.202160000000001,255.9,3.819444,,0.0,15.263333,60.95,,-15.85,-48.96,Cerrado
83376,31/07/2019,0,32,2.389657,7.202160000000001,262.9,2.983871,,0.0,13.551613,54.153226,,-15.85,-48.96,Cerrado
83376,31/08/2019,0,5,2.787933,7.202160000000001,255.2,4.6195650000000015,,0.0,16.309677,44.895161,,-15.85,-48.96,Cerrado
83376,30/09/2019,0,5,2.938024,7.202160000000001,249.6,3.680556,,4.4,18.81,38.575,,-15.85,-48.96,Cerrado
